event,catalog,waveform,erad_strategy,M_total_Msun,M_chirp_Msun,mass_ratio,E_rad_Msun,chi_eff,redshift,lum_dist_Mpc,n_seraphim,n_sph_std,n_sph_samples,n_carrier,n_BBH_theory,log2_M,gap,alpha_inv,delta_alpha
GW150914_095045,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,64.264,27.7459,0.8463,2.9555,-0.0557,0.0963,455.6162,5.340209,0.046137,147634,137.637871,5.313987,6.005939,132.297662,137.035999,-4.738337
GW150914_095045,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,64.2184,27.7249,0.8454,2.9545,-0.0547,0.0978,463.0273,5.340473,0.045957,199766,137.636848,5.313987,6.004916,132.296375,137.035999,-4.739624
GW151012_095443,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,38.844,15.6122,0.538,1.5958,0.111,0.1937,974.095,5.283749,0.208789,68167,136.911553,5.313987,5.279621,131.627804,137.035999,-5.408195
GW151012_095443,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,38.422,15.5127,0.5513,1.605,0.1178,0.2083,1056.2635,5.295259,0.203841,137933,136.895793,5.313987,5.263861,131.600533,137.035999,-5.435466
GW151226_033853,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,21.6734,8.855,0.5276,0.985,0.2015,0.0973,460.4727,5.334007,0.189791,133885,136.069785,5.313987,4.437853,130.735778,137.035999,-6.300221
GW151226_033853,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,21.6612,8.838,0.5235,0.9817,0.2031,0.0994,471.2247,5.331756,0.18991,188541,136.068974,5.313987,4.437042,130.737218,137.035999,-6.298781
GW170104_101158,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,49.9996,21.1554,0.7085,2.1883,-0.0421,0.2113,1073.2327,5.309569,0.087598,80854,137.275776,5.313987,5.643844,131.966206,137.035999,-5.069793
GW170104_101158,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,49.6974,21.0331,0.7076,2.179,-0.0391,0.2205,1126.1863,5.310683,0.085239,169007,137.267031,5.313987,5.635099,131.956348,137.035999,-5.079651
GW170608_020116,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,18.6246,7.9352,0.7136,0.8639,0.0434,0.0707,328.8612,5.351159,0.088127,219080,135.851072,5.313987,4.219141,130.499914,137.035999,-6.536086
GW170608_020116,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,18.6091,7.9275,0.7122,0.8628,0.0436,0.0718,334.0213,5.350863,0.088712,285112,135.849865,5.313987,4.217933,130.499002,137.035999,-6.536997
GW170729_185629,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,83.5641,34.1478,0.5514,4.1373,0.2572,0.4267,2412.502,5.393495,0.19962,37428,138.016743,5.313987,6.384811,132.623248,137.035999,-4.412751
GW170729_185629,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,82.475,34.0286,0.5845,4.3398,0.3064,0.4943,2874.1125,5.440181,0.178804,173308,137.997817,5.313987,6.365885,132.557637,137.035999,-4.478362
GW170809_082821,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,58.4839,24.7294,0.7064,2.7438,0.0795,0.2147,1092.4979,5.361404,0.087983,89622,137.501899,5.313987,5.869967,132.140495,137.035999,-4.895504
GW170809_082821,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,58.3371,24.6816,0.7072,2.745,0.0833,0.2189,1116.9455,5.36345,0.086552,177783,137.498273,5.313987,5.866341,132.134823,137.035999,-4.901176
GW170814_103043,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,55.6541,23.9165,0.8063,2.6913,0.0606,0.1223,588.4313,5.378698,0.046399,139163,137.430347,5.313987,5.798415,132.051649,137.035999,-4.98435
GW170814_103043,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,55.5515,23.8753,0.808,2.6888,0.0613,0.1245,599.8825,5.379305,0.046136,197034,137.427685,5.313987,5.795753,132.04838,137.035999,-4.987619
GW170818_022509,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,62.4971,26.8023,0.7968,2.8442,-0.0423,0.222,1134.4514,5.334126,0.066714,84033,137.59765,5.313987,5.965718,132.263524,137.035999,-4.772475
GW170818_022509,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,62.2874,26.716,0.7984,2.8484,-0.0347,0.2296,1178.4139,5.33759,0.066023,160046,137.5928,5.313987,5.960868,132.25521,137.035999,-4.78079
GW170823_131358,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,66.9488,28.4833,0.7643,3.1661,0.0531,0.3575,1958.8475,5.36397,0.1035,42612,137.696918,5.313987,6.064986,132.332948,137.035999,-4.703051
GW170823_131358,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,66.2608,28.2222,0.7667,3.162,0.0651,0.3817,2115.4534,5.36973,0.09842,136399,137.682016,5.313987,6.050084,132.312286,137.035999,-4.723713
GW190403_051519,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,107.1354,32.65,0.2025,4.0894,0.6786,1.1374,7954.6993,5.21412,0.343804,11138,138.375223,5.313987,6.743291,133.161103,137.035999,-3.874896
GW190403_051519,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,98.5777,33.1463,0.2763,4.8087,0.6959,1.4295,10547.7819,5.40014,0.292684,178895,138.255122,5.313987,6.62319,132.854981,137.035999,-4.181018
GW190408_181802,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,43.496,18.4673,0.7383,1.937,-0.0301,0.2858,1511.6722,5.321596,0.074859,53971,137.074744,5.313987,5.442812,131.753148,137.035999,-5.282851
GW190408_181802,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,43.1812,18.329,0.735,1.923,-0.0291,0.2961,1574.6829,5.321423,0.072635,127008,137.064262,5.313987,5.43233,131.742839,137.035999,-5.29316
GW190412_053044,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,38.4591,13.3447,0.2821,1.1386,0.247,0.1416,690.1104,5.022211,0.078574,182052,136.897184,5.313987,5.265252,131.874973,137.035999,-5.161026
GW190412_053044,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,38.4473,13.3257,0.2812,1.1359,0.2479,0.1434,699.5342,5.020724,0.078802,264789,136.896743,5.313987,5.264811,131.876019,137.035999,-5.159981
GW190413_052954,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,58.027,24.543,0.7296,2.5527,-0.0353,0.5579,3324.3621,5.313018,0.115031,27757,137.490584,5.313987,5.858652,132.177566,137.035999,-4.858433
GW190413_052954,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,56.9955,24.1528,0.7373,2.5645,-0.0035,0.6146,3737.0392,5.329395,0.111198,144722,137.464708,5.313987,5.832777,132.135313,137.035999,-4.900686
GW190413_134308,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,81.2511,33.2992,0.5987,3.3686,-0.0085,0.6226,3796.2844,5.273783,0.203854,23815,137.976248,5.313987,6.344316,132.702466,137.035999,-4.333534
GW190413_134308,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,78.6772,32.7028,0.6543,3.4403,0.0211,0.7298,4607.0903,5.311039,0.169699,155335,137.929805,5.313987,6.297874,132.618767,137.035999,-4.417232
GW190421_213856,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,73.6101,31.3922,0.7827,3.2157,-0.0959,0.4527,2587.9613,5.305285,0.102963,30882,137.833764,5.313987,6.201832,132.528479,137.035999,-4.507521
GW190421_213856,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,71.669,30.5758,0.7823,3.1556,-0.0839,0.5064,2958.4536,5.310359,0.09766,147856,137.79521,5.313987,6.163278,132.484851,137.035999,-4.551148
GW190426_190642,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,182.3339,75.9944,0.7616,9.2968,0.2261,0.7259,4577.1825,5.418206,0.183825,16736,139.142371,5.313987,7.510439,133.724165,137.035999,-3.311834
GW190426_190642,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,172.1122,71.6648,0.7383,9.17,0.2975,0.8698,5714.2056,5.449271,0.166979,155608,139.059138,5.313987,7.427206,133.609867,137.035999,-3.426132
GW190503_185404,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,69.4292,29.2014,0.6704,2.9633,-0.0575,0.2841,1501.7608,5.289253,0.140284,63867,137.749402,5.313987,6.11747,132.460149,137.035999,-4.57585
GW190503_185404,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,69.1812,29.1408,0.6812,2.9877,-0.0425,0.2996,1596.2606,5.298355,0.13215,166116,137.744241,5.313987,6.112309,132.445886,137.035999,-4.590113
GW190512_180714,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,36.0873,14.5313,0.5125,1.4288,0.0279,0.2783,1466.1971,5.235675,0.108878,74777,136.805352,5.313987,5.17342,131.569677,137.035999,-5.466322
GW190512_180714,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,35.7398,14.4113,0.5143,1.4201,0.0294,0.2895,1534.3961,5.237961,0.109162,181271,136.791391,5.313987,5.159459,131.553429,137.035999,-5.48257
GW190513_205428,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,54.2525,21.4743,0.4755,2.2115,0.1346,0.3888,2162.0181,5.265078,0.163938,48052,137.393551,5.313987,5.761619,132.128473,137.035999,-4.907526
GW190513_205428,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,53.7894,21.3994,0.4852,2.2418,0.1502,0.4073,2283.2604,5.282106,0.162296,180002,137.381182,5.313987,5.74925,132.099076,137.035999,-4.936923
GW190514_065416,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,69.0248,29.0832,0.7175,2.9075,-0.0911,0.634,3881.0073,5.282611,0.144919,15629,137.740974,5.313987,6.109042,132.458363,137.035999,-4.577636
GW190514_065416,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,65.5604,27.7452,0.7386,2.8339,-0.0676,0.7498,4761.9487,5.299889,0.127574,123633,137.666685,5.313987,6.034753,132.366795,137.035999,-4.669204
GW190517_055101,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,64.4896,26.2694,0.5656,3.7207,0.4417,0.3014,1607.3741,5.522279,0.213,61249,137.642927,5.313987,6.010995,132.120647,137.035999,-4.915352
GW190517_055101,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,62.6577,25.7185,0.5939,3.7594,0.4732,0.3513,1919.5894,5.552532,0.196532,161299,137.601351,5.313987,5.969419,132.048819,137.035999,-4.98718
GW190519_153544,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,103.1949,43.2107,0.6284,5.4563,0.3153,0.4529,2589.3807,5.438564,0.126776,42168,138.32116,5.313987,6.689228,132.882596,137.035999,-4.153403
GW190519_153544,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,100.1684,41.8243,0.6287,5.4189,0.3366,0.5204,3057.0433,5.453231,0.124368,150207,138.278215,5.313987,6.646283,132.824984,137.035999,-4.211015
GW190521_030229,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,153.1475,63.2916,0.5871,5.9105,-0.1398,0.556,3310.9194,5.206544,0.27314,24545,138.89071,5.313987,7.258778,133.684166,137.035999,-3.351833
GW190521_030229,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,149.1713,62.4717,0.6499,6.4717,0.0015,0.7193,4526.6373,5.30597,0.219858,148527,138.852758,5.313987,7.220826,133.546788,137.035999,-3.489211
GW190521_074359,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,77.3377,33.2282,0.7642,3.7393,0.0739,0.1798,896.6669,5.376191,0.049427,104558,137.905031,5.313987,6.273099,132.52884,137.035999,-4.507159
GW190521_074359,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,76.6533,32.9059,0.7597,3.6987,0.0726,0.1914,961.0489,5.374768,0.050558,210737,137.892208,5.313987,6.260276,132.51744,137.035999,-4.518559
GW190527_092055,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,59.5505,23.924,0.591,2.5557,0.0831,0.4389,2494.8023,5.312568,0.26509,28052,137.527974,5.313987,5.896042,132.215406,137.035999,-4.820593
GW190527_092055,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,59.0755,23.9883,0.6201,2.6721,0.1206,0.5435,3221.3147,5.342713,0.233143,141653,137.51642,5.313987,5.884488,132.173707,137.035999,-4.862292
GW190602_175927,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,115.6461,48.0285,0.632,5.3309,0.1159,0.4895,2840.8575,5.340886,0.181177,34581,138.485505,5.313987,6.853573,133.144619,137.035999,-3.89138
GW190602_175927,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,113.3806,47.2652,0.6548,5.411,0.1521,0.5509,3274.2086,5.36729,0.165953,155451,138.456962,5.313987,6.82503,133.089673,137.035999,-3.946326
GW190620_030421,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,90.6749,36.5329,0.5444,4.5068,0.3065,0.513,3004.8162,5.405048,0.255465,32655,138.134564,5.313987,6.502632,132.729516,137.035999,-4.306484
GW190620_030421,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,88.8469,36.2467,0.5781,4.6333,0.3327,0.5709,3418.1832,5.439634,0.214965,152410,138.105181,5.313987,6.473249,132.665546,137.035999,-4.370453
GW190630_185205,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,59.3298,25.1591,0.722,2.8099,0.0918,0.1683,833.5451,5.36844,0.081258,87638,137.522616,5.313987,5.890684,132.154176,137.035999,-4.881823
GW190630_185205,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,58.8757,24.8678,0.707,2.7731,0.0941,0.1818,908.0265,5.365539,0.08254,171387,137.511533,5.313987,5.879601,132.145994,137.035999,-4.890005
GW190701_203306,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,93.6781,39.9011,0.7543,4.0455,-0.097,0.38,2104.2064,5.29592,0.106625,54580,138.181572,5.313987,6.54964,132.885653,137.035999,-4.150346
GW190701_203306,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,93.2884,39.7789,0.762,4.0677,-0.085,0.3972,2217.0081,5.302204,0.101025,160160,138.175558,5.313987,6.543627,132.873354,137.035999,-4.162645
GW190706_222641,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,112.6867,45.1876,0.5151,5.3952,0.2845,0.5847,3518.1436,5.367637,0.216754,23977,138.448106,5.313987,6.816174,133.080469,137.035999,-3.95553
GW190706_222641,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,107.3694,43.4892,0.541,5.4497,0.322,0.7055,4420.4068,5.409494,0.192508,159868,138.378371,5.313987,6.746439,132.968877,137.035999,-4.067122
GW190707_093326,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,20.0104,8.5017,0.7253,0.8746,-0.0641,0.1627,802.9451,5.310886,0.060051,203490,135.954607,5.313987,4.322675,130.643721,137.035999,-6.392278
GW190707_093326,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,19.8959,8.4505,0.7239,0.8697,-0.0634,0.1698,841.8587,5.310628,0.06179,367463,135.946329,5.313987,4.314397,130.635702,137.035999,-6.400298
GW190708_232457,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,30.7827,13.0484,0.731,1.4003,0.0185,0.186,931.0715,5.341842,0.066382,51021,136.575979,5.313987,4.944047,131.234138,137.035999,-5.801862
GW190708_232457,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,30.6395,12.9879,0.7279,1.3932,0.0196,0.1917,962.8644,5.341296,0.066952,94772,136.569253,5.313987,4.937321,131.227957,137.035999,-5.808042
GW190719_215514,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,57.1791,22.8107,0.5558,2.6056,0.25,0.613,3725.1728,5.364594,0.291803,20708,137.469349,5.313987,5.837417,132.104755,137.035999,-4.931244
GW190719_215514,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,55.3494,22.2958,0.5618,2.6744,0.3041,0.7518,4777.4918,5.397818,0.258313,153538,137.422428,5.313987,5.790496,132.024609,137.035999,-5.01139
GW190720_000836,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,21.7909,8.9751,0.5544,0.9786,0.174,0.1543,757.5404,5.328987,0.126499,86699,136.077588,5.313987,4.445656,130.748602,137.035999,-6.287398
GW190720_000836,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,21.6999,8.9502,0.553,0.9731,0.175,0.1574,774.5284,5.328458,0.127103,131644,136.071548,5.313987,4.439616,130.743089,137.035999,-6.29291
GW190725_174728,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,18.3061,7.4493,0.5332,0.7078,-0.0389,0.2028,1025.4497,5.223844,0.222924,79206,135.826185,5.313987,4.194253,130.602341,137.035999,-6.433658
GW190725_174728,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,18.1626,7.3832,0.5292,0.7008,-0.0356,0.2139,1088.3469,5.22203,0.223477,170198,135.814829,5.313987,4.182897,130.592799,137.035999,-6.4432
GW190727_060333,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,68.625,29.308,0.7858,3.3475,0.0839,0.5146,3016.3828,5.381241,0.110366,38894,137.732594,5.313987,6.100662,132.351353,137.035999,-4.684646
GW190727_060333,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,67.8058,28.9747,0.7882,3.3349,0.0989,0.5455,3235.4501,5.387847,0.10183,162922,137.715269,5.313987,6.083337,132.327421,137.035999,-4.708578
GW190728_064510,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,20.9488,8.6357,0.6016,0.9529,0.1402,0.1761,876.3991,5.343041,0.172984,11485,136.020731,5.313987,4.388799,130.67769,137.035999,-6.358309
GW190728_064510,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,20.8066,8.5931,0.6046,0.9477,0.1395,0.1816,906.63,5.344114,0.176106,20000,136.010905,5.313987,4.378973,130.666791,137.035999,-6.369208
GW190731_140936,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,69.3111,29.1614,0.7077,3.192,0.0525,0.5565,3314.5152,5.348068,0.13255,21267,137.746946,5.313987,6.115014,132.398878,137.035999,-4.637121
GW190731_140936,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,66.3946,28.049,0.7292,3.1489,0.0787,0.6609,4082.338,5.365238,0.123012,126255,137.684927,5.313987,6.052995,132.319689,137.035999,-4.71631
GW190803_022701,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,65.0001,27.5868,0.7502,2.9361,-0.0147,0.5386,3186.4054,5.331171,0.113238,20574,137.654301,5.313987,6.022369,132.32313,137.035999,-4.712869
GW190803_022701,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,63.5518,27.0197,0.7581,2.9127,0.0028,0.5922,3572.7986,5.340783,0.105032,101656,137.621793,5.313987,5.989861,132.28101,137.035999,-4.754989
GW190805_211137,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,75.4035,31.345,0.6835,4.3261,0.3868,0.933,6229.5858,5.49988,0.177256,11786,137.868491,5.313987,6.236559,132.368611,137.035999,-4.667388
GW190805_211137,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,71.0053,29.6674,0.6915,4.2106,0.4244,1.0997,7630.1362,5.523814,0.153015,169040,137.781787,5.313987,6.149855,132.257973,137.035999,-4.778026
GW190814_211039,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,25.9061,6.1078,0.1112,0.2419,0.0037,0.0508,232.6956,4.188836,0.040036,78254,136.32715,5.313987,4.695218,132.138314,137.035999,-4.897685
GW190814_211039,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,25.9032,6.107,0.1112,0.2418,0.0038,0.0509,233.3581,4.188728,0.040047,89500,136.326989,5.313987,4.695057,132.138261,137.035999,-4.897738
GW190828_063405,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,57.2082,24.5995,0.8234,2.9609,0.154,0.3754,2074.3274,5.423405,0.060526,42966,137.470082,5.313987,5.83815,132.046678,137.035999,-4.989322
GW190828_063405,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,56.6258,24.3439,0.8197,2.9378,0.1604,0.3932,2190.7979,5.425416,0.060339,128000,137.455319,5.313987,5.823387,132.029903,137.035999,-5.006096
GW190828_065509,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,34.2533,13.3918,0.4414,1.2489,0.0539,0.2908,1542.4245,5.176814,0.127938,71723,136.730104,5.313987,5.098172,131.55329,137.035999,-5.482709
GW190828_065509,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,33.8208,13.2329,0.4419,1.2364,0.0553,0.3078,1646.2219,5.178342,0.127833,181548,136.71177,5.313987,5.079838,131.533428,137.035999,-5.502571
GW190910_112807,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,76.692,32.8815,0.7821,3.5466,-0.0112,0.3076,1645.1975,5.346701,0.068759,54830,137.892937,5.313987,6.261005,132.546236,137.035999,-4.489763
GW190910_112807,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,75.133,32.2054,0.7868,3.4973,-0.0054,0.3448,1877.9223,5.350058,0.068156,159609,137.863306,5.313987,6.231375,132.513248,137.035999,-4.522751
GW190915_235702,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,56.6538,24.1699,0.7686,2.5497,-0.0388,0.3297,1782.9483,5.328455,0.084057,50133,137.456033,5.313987,5.824101,132.127578,137.035999,-4.908421
GW190915_235702,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,56.1627,23.967,0.7714,2.5428,-0.0297,0.346,1885.5073,5.332474,0.081487,144305,137.443473,5.313987,5.811541,132.111,137.035999,-4.924999
GW190916_200658,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,68.0116,26.9507,0.5569,3.0057,0.1923,0.7664,4891.9623,5.345283,0.262675,13058,137.719641,5.313987,6.087709,132.374358,137.035999,-4.661641
GW190916_200658,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,65.7998,26.5896,0.5936,3.1938,0.2725,0.9388,6277.9391,5.402735,0.222557,107199,137.671944,5.313987,6.040012,132.269209,137.035999,-4.76679
GW190917_114630,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,11.7631,3.6721,0.2106,0.2122,-0.076,0.1468,717.7028,4.661922,0.21511,12312,135.18813,5.313987,3.556198,130.526208,137.035999,-6.509791
GW190917_114630,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,11.7119,3.658,0.2101,0.2111,-0.0745,0.1514,741.9952,4.660212,0.212879,20000,135.181836,5.313987,3.549904,130.521624,137.035999,-6.514375
GW190924_021846,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,14.2941,5.7873,0.5094,0.5731,0.0457,0.1132,541.5676,5.242744,0.166698,32797,135.469275,5.313987,3.837343,130.226531,137.035999,-6.809468
GW190924_021846,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,14.2604,5.7725,0.509,0.5718,0.0463,0.116,556.0756,5.242501,0.168668,46372,135.465877,5.313987,3.833945,130.223377,137.035999,-6.812622
GW190925_232845,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,36.8282,15.6591,0.7413,1.7354,0.0811,0.1819,908.2815,5.364077,0.09103,87963,136.834669,5.313987,5.202737,131.470593,137.035999,-5.565406
GW190925_232845,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,36.6711,15.5974,0.7415,1.7294,0.0829,0.1871,936.9937,5.364636,0.091483,164960,136.828505,5.313987,5.196573,131.463869,137.035999,-5.57213
GW190926_050336,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,61.6623,24.2897,0.4985,2.2982,-0.0202,0.5509,3273.8744,5.204005,0.223486,20327,137.578248,5.313987,5.946316,132.374243,137.035999,-4.661756
GW190926_050336,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,59.0562,23.8908,0.5798,2.3833,-0.0076,0.7189,4523.2707,5.261442,0.197737,157760,137.515949,5.313987,5.884017,132.254507,137.035999,-4.781492
GW190929_012149,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,93.3076,35.5546,0.4034,3.0524,-0.0306,0.5306,3129.2327,5.095831,0.238233,30749,138.175855,5.313987,6.543923,133.080024,137.035999,-3.955976
GW190929_012149,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,90.0049,34.8033,0.4378,3.1314,-0.0203,0.6189,3769.2235,5.144286,0.218704,153782,138.123864,5.313987,6.491932,132.979578,137.035999,-4.056421
GW190930_133541,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,20.4197,8.5128,0.6274,0.936,0.1472,0.1555,764.0483,5.348322,0.171579,80472,135.983821,5.313987,4.351889,130.635499,137.035999,-6.4005
GW190930_133541,GWTC-2.1,C01:IMRPhenomXPHM,M_total - final_mass_source,20.3281,8.4758,0.6249,0.9313,0.1487,0.1603,789.9015,5.347979,0.174768,137344,135.977339,5.313987,4.345407,130.629359,137.035999,-6.40664
GW191103_012549,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,20.0274,8.334,0.6516,0.9705,0.2157,0.1972,993.7858,5.396941,0.126876,9914,135.955836,5.313987,4.323904,130.558896,137.035999,-6.477103
GW191103_012549,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,19.8657,8.2563,0.6454,0.9614,0.2175,0.2085,1057.2372,5.394502,0.13019,167837,135.944139,5.313987,4.312207,130.549637,137.035999,-6.486362
GW191105_143521,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,18.5278,7.8058,0.6935,0.8102,-0.0184,0.2262,1158.7027,5.314606,0.088906,65529,135.843555,5.313987,4.211623,130.528949,137.035999,-6.50705
GW191105_143521,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,18.4113,7.7567,0.6906,0.8044,-0.0176,0.2339,1203.1731,5.313769,0.089879,142741,135.834455,5.313987,4.202523,130.520686,137.035999,-6.515313
GW191109_010717,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,111.363,47.3964,0.7315,4.2706,-0.3112,0.2197,1121.3526,5.216586,0.13503,109061,138.431058,5.313987,6.799126,133.214473,137.035999,-3.821527
GW191109_010717,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,108.7483,46.2995,0.738,4.211,-0.2938,0.2535,1318.0133,5.224691,0.13003,270070,138.396781,5.313987,6.764849,133.17209,137.035999,-3.863909
GW191113_071753,GWTC-3,C01:IMRPhenomXPHM,M_total - final_mass_source,35.573,10.7239,0.1904,0.5951,0.0032,0.2421,1251.258,4.606549,0.294563,52362,136.784642,5.313987,5.15271,132.178092,137.035999,-4.857907
